GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0017056	structural constituent of nuclear pore	12	6	1.77	0.00424
GO:0016887	ATPase activity	441	85	65.1	0.00447
GO:0043130	ubiquitin binding	32	11	4.72	0.00451
GO:0008170	N-methyltransferase activity	55	16	8.12	0.00465
GO:0004175	endopeptidase activity	430	83	63.48	0.00475
GO:0017171	serine hydrolase activity	159	36	23.47	0.00480
GO:0097367	carbohydrate derivative binding	1755	293	259.09	0.00491
GO:0016740	transferase activity	2064	340	304.71	0.00517
GO:0017136	NAD-dependent histone deacetylase activi...	9	5	1.33	0.00521
GO:0017150	tRNA dihydrouridine synthase activity	9	5	1.33	0.00521
GO:0052689	carboxylic ester hydrolase activity	133	31	19.63	0.00546
GO:0031078	histone deacetylase activity (H3-K14 spe...	6	4	0.89	0.00552
GO:0032041	NAD-dependent histone deacetylase activi...	6	4	0.89	0.00552
GO:0036374	glutathione hydrolase activity	6	4	0.89	0.00552
GO:0044389	ubiquitin-like protein ligase binding	56	16	8.27	0.00564
GO:0140096	catalytic activity, acting on a protein	1698	283	250.67	0.00644
GO:0051536	iron-sulfur cluster binding	87	22	12.84	0.00664
GO:0051540	metal cluster binding	87	22	12.84	0.00664
GO:0070003	threonine-type peptidase activity	21	8	3.1	0.00746
GO:0004180	carboxypeptidase activity	53	15	7.82	0.00796
GO:0061659	ubiquitin-like protein ligase activity	53	15	7.82	0.00796
GO:0036094	small molecule binding	1961	322	289.5	0.00834
GO:0016709	oxidoreductase activity, acting on paire...	10	5	1.48	0.00917
GO:0140097	catalytic activity, acting on DNA	200	42	29.53	0.00987
