GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:1990204	oxidoreductase complex	65	18	9.02	0.00250
GO:0005845	mRNA cap binding complex	3	3	0.42	0.00266
GO:0032133	chromosome passenger complex	3	3	0.42	0.00266
GO:0098798	mitochondrial protein-containing complex	152	34	21.09	0.00272
GO:0061695	transferase complex, transferring phosph...	124	29	17.2	0.00273
GO:0042175	nuclear outer membrane-endoplasmic retic...	399	75	55.35	0.00292
GO:0031090	organelle membrane	1143	189	158.56	0.00299
GO:0098803	respiratory chain complex	42	13	5.83	0.00338
GO:0055029	nuclear DNA-directed RNA polymerase comp...	57	16	7.91	0.00366
GO:0005786	signal recognition particle, endoplasmic...	9	5	1.25	0.00395
GO:0048500	signal recognition particle	9	5	1.25	0.00395
GO:0009295	nucleoid	21	8	2.91	0.00508
GO:0019866	organelle inner membrane	254	50	35.24	0.00564
GO:0005667	transcription regulator complex	131	29	18.17	0.00628
GO:0031248	protein acetyltransferase complex	40	12	5.55	0.00633
GO:1902493	acetyltransferase complex	40	12	5.55	0.00633
GO:0005789	endoplasmic reticulum membrane	317	60	43.97	0.00634
GO:0032993	protein-DNA complex	55	15	7.63	0.00647
GO:0070469	respirasome	66	17	9.16	0.00723
GO:1904949	ATPase complex	61	16	8.46	0.00751
GO:0005852	eukaryotic translation initiation factor...	18	7	2.5	0.00764
GO:0005875	microtubule associated complex	46	13	6.38	0.00793
GO:0016591	RNA polymerase II, holoenzyme	46	13	6.38	0.00793
GO:0005811	lipid droplet	32	10	4.44	0.00903
GO:0030894	replisome	4	3	0.55	0.00954
GO:0090730	Las1 complex	4	3	0.55	0.00954
GO:0098687	chromosomal region	68	17	9.43	0.00988
