GO.ID	Term	Annotated	Significant	Expected	classicFisher
GO:0006793	phosphorus metabolic process	1517	308	264.4	0.00048
GO:0032970	regulation of actin filament-based proce...	99	31	17.25	0.00049
GO:0010259	multicellular organism aging	188	51	32.77	0.00051
GO:0055115	entry into diapause	16	9	2.79	0.00051
GO:0048878	chemical homeostasis	268	68	46.71	0.00053
GO:0005975	carbohydrate metabolic process	365	88	63.62	0.00053
GO:0006220	pyrimidine nucleotide metabolic process	47	18	8.19	0.00054
GO:0019748	secondary metabolic process	47	18	8.19	0.00054
GO:0003006	developmental process involved in reprod...	405	96	70.59	0.00056
GO:0000904	cell morphogenesis involved in different...	198	53	34.51	0.00056
GO:0098534	centriole assembly	8	6	1.39	0.00056
GO:0050794	regulation of cellular process	2651	511	462.04	0.00059
GO:1903008	organelle disassembly	40	16	6.97	0.00062
GO:0140352	export from cell	213	56	37.12	0.00064
GO:0032102	negative regulation of response to exter...	33	14	5.75	0.00067
GO:0006796	phosphate-containing compound metabolic ...	1503	304	261.96	0.00070
GO:0048666	neuron development	266	67	46.36	0.00072
GO:0044248	cellular catabolic process	876	187	152.68	0.00074
GO:0009116	nucleoside metabolic process	68	23	11.85	0.00078
GO:0060259	regulation of feeding behavior	64	22	11.15	0.00078
GO:0032956	regulation of actin cytoskeleton organiz...	93	29	16.21	0.00079
GO:0032879	regulation of localization	540	122	94.12	0.00079
GO:0044550	secondary metabolite biosynthetic proces...	30	13	5.23	0.00081
GO:0050891	multicellular organismal water homeostas...	6	5	1.05	0.00082
GO:2000779	regulation of double-strand break repair	20	10	3.49	0.00085
GO:0006325	chromatin organization	258	65	44.97	0.00085
GO:0009394	2'-deoxyribonucleotide metabolic process	17	9	2.96	0.00091
GO:0009125	nucleoside monophosphate catabolic proce...	4	4	0.7	0.00092
GO:0009158	ribonucleoside monophosphate catabolic p...	4	4	0.7	0.00092
GO:0009159	deoxyribonucleoside monophosphate catabo...	4	4	0.7	0.00092
GO:0051050	positive regulation of transport	152	42	26.49	0.00104
GO:0019637	organophosphate metabolic process	637	140	111.02	0.00110
GO:0031033	myosin filament organization	24	11	4.18	0.00117
GO:0048513	animal organ development	669	146	116.6	0.00117
GO:0042592	homeostatic process	414	96	72.16	0.00121
GO:0006302	double-strand break repair	54	19	9.41	0.00128
GO:0008340	determination of adult lifespan	186	49	32.42	0.00131
GO:0007568	aging	219	56	38.17	0.00131
GO:1902117	positive regulation of organelle assembl...	21	10	3.66	0.00136
GO:0006260	DNA replication	154	42	26.84	0.00137
GO:0043412	macromolecule modification	1600	319	278.86	0.00139
GO:0050793	regulation of developmental process	543	121	94.64	0.00144
GO:0010569	regulation of double-strand break repair...	9	6	1.57	0.00144
GO:0044380	protein localization to cytoskeleton	9	6	1.57	0.00144
GO:0006221	pyrimidine nucleotide biosynthetic proce...	39	15	6.8	0.00146
GO:0016241	regulation of macroautophagy	39	15	6.8	0.00146
GO:0034968	histone lysine methylation	39	15	6.8	0.00146
GO:0016569	covalent chromatin modification	132	37	23.01	0.00152
GO:0016570	histone modification	132	37	23.01	0.00152
GO:0006222	UMP biosynthetic process	18	9	3.14	0.00155
GO:0009173	pyrimidine ribonucleoside monophosphate ...	18	9	3.14	0.00155
GO:0009174	pyrimidine ribonucleoside monophosphate ...	18	9	3.14	0.00155
GO:0019692	deoxyribose phosphate metabolic process	18	9	3.14	0.00155
GO:0046049	UMP metabolic process	18	9	3.14	0.00155
GO:0062014	negative regulation of small molecule me...	18	9	3.14	0.00155
GO:0031175	neuron projection development	230	58	40.09	0.00155
GO:0010508	positive regulation of autophagy	43	16	7.49	0.00155
GO:0000725	recombinational repair	32	13	5.58	0.00168
GO:0015870	acetylcholine transport	15	8	2.61	0.00168
GO:0034656	nucleobase-containing small molecule cat...	15	8	2.61	0.00168
GO:0016477	cell migration	250	62	43.57	0.00169
GO:0010564	regulation of cell cycle process	151	41	26.32	0.00171
GO:0007224	smoothened signaling pathway	25	11	4.36	0.00176
GO:0009220	pyrimidine ribonucleotide biosynthetic p...	25	11	4.36	0.00176
GO:2000026	regulation of multicellular organismal d...	217	55	37.82	0.00180
GO:0000226	microtubule cytoskeleton organization	161	43	28.06	0.00189
GO:0008219	cell death	345	81	60.13	0.00200
GO:0051239	regulation of multicellular organismal p...	548	121	95.51	0.00204
GO:0006261	DNA-dependent DNA replication	56	19	9.76	0.00208
GO:0000724	double-strand break repair via homologou...	29	12	5.05	0.00209
GO:0008544	epidermis development	29	12	5.05	0.00209
GO:0006206	pyrimidine nucleobase metabolic process	22	10	3.83	0.00212
GO:0006282	regulation of DNA repair	22	10	3.83	0.00212
GO:0030308	negative regulation of cell growth	22	10	3.83	0.00212
GO:0031034	myosin filament assembly	22	10	3.83	0.00212
GO:0007631	feeding behavior	90	27	15.69	0.00222
GO:0048749	compound eye development	33	13	5.75	0.00233
GO:0030334	regulation of cell migration	135	37	23.53	0.00235
GO:0006685	sphingomyelin catabolic process	7	5	1.22	0.00245
GO:0007099	centriole replication	7	5	1.22	0.00245
GO:0007293	germarium-derived egg chamber formation	7	5	1.22	0.00245
GO:0036388	pre-replicative complex assembly	7	5	1.22	0.00245
GO:0050922	negative regulation of chemotaxis	7	5	1.22	0.00245
GO:0072698	protein localization to microtubule cyto...	7	5	1.22	0.00245
GO:1905508	protein localization to microtubule orga...	7	5	1.22	0.00245
GO:0032940	secretion by cell	196	50	34.16	0.00246
GO:0006310	DNA recombination	131	36	22.83	0.00255
GO:0009725	response to hormone	131	36	22.83	0.00255
GO:0046434	organophosphate catabolic process	61	20	10.63	0.00256
GO:0045995	regulation of embryonic development	26	11	4.53	0.00258
GO:0001654	eye development	113	32	19.69	0.00258
GO:0042221	response to chemical	941	195	164.01	0.00261
GO:0048732	gland development	78	24	13.59	0.00264
GO:0010506	regulation of autophagy	91	27	15.86	0.00265
GO:0031667	response to nutrient levels	91	27	15.86	0.00265
GO:0040013	negative regulation of locomotion	53	18	9.24	0.00267
GO:0018022	peptidyl-lysine methylation	45	16	7.84	0.00268
GO:0044706	multi-multicellular organism process	49	17	8.54	0.00269
GO:1902115	regulation of organelle assembly	49	17	8.54	0.00269
GO:0009792	embryo development ending in birth or eg...	284	68	49.5	0.00269
GO:0012501	programmed cell death	299	71	52.11	0.00275
GO:0044703	multi-organism reproductive process	389	89	67.8	0.00277
GO:0048523	negative regulation of cellular process	836	175	145.71	0.00282
GO:1901374	acetate ester transport	16	8	2.79	0.00285
GO:0042446	hormone biosynthetic process	10	6	1.74	0.00307
GO:0007276	gamete generation	256	62	44.62	0.00308
GO:0001701	in utero embryonic development	23	10	4.01	0.00317
GO:0009129	pyrimidine nucleoside monophosphate meta...	23	10	4.01	0.00317
GO:0009130	pyrimidine nucleoside monophosphate bios...	23	10	4.01	0.00317
GO:0008037	cell recognition	34	13	5.93	0.00318
GO:0055086	nucleobase-containing small molecule met...	406	92	70.76	0.00319
GO:2000145	regulation of cell motility	142	38	24.75	0.00326
GO:0016197	endosomal transport	58	19	10.11	0.00328
GO:0061564	axon development	156	41	27.19	0.00329
GO:0006112	energy reserve metabolic process	38	14	6.62	0.00334
GO:0006936	muscle contraction	97	28	16.91	0.00346
GO:0009991	response to extracellular stimulus	106	30	18.47	0.00350
GO:0048858	cell projection morphogenesis	185	47	32.24	0.00357
GO:0120039	plasma membrane bounded cell projection ...	185	47	32.24	0.00357
GO:0051726	regulation of cell cycle	238	58	41.48	0.00357
GO:0006898	receptor-mediated endocytosis	27	11	4.71	0.00368
GO:0043277	apoptotic cell clearance	27	11	4.71	0.00368
GO:0007154	cell communication	1436	285	250.28	0.00369
GO:0006664	glycolipid metabolic process	67	21	11.68	0.00373
GO:0071688	striated muscle myosin thick filament as...	20	9	3.49	0.00384
GO:1901658	glycosyl compound catabolic process	20	9	3.49	0.00384
GO:0071103	DNA conformation change	162	42	28.24	0.00386
GO:0097435	supramolecular fiber organization	234	57	40.78	0.00389
GO:0006047	UDP-N-acetylglucosamine metabolic proces...	5	4	0.87	0.00395
GO:0006883	cellular sodium ion homeostasis	5	4	0.87	0.00395
GO:0009202	deoxyribonucleoside triphosphate biosynt...	5	4	0.87	0.00395
GO:0010248	establishment or maintenance of transmem...	5	4	0.87	0.00395
GO:0030007	cellular potassium ion homeostasis	5	4	0.87	0.00395
GO:0071526	semaphorin-plexin signaling pathway	5	4	0.87	0.00395
GO:1905691	lipid droplet disassembly	5	4	0.87	0.00395
GO:1901565	organonitrogen compound catabolic proces...	496	109	86.45	0.00397
GO:0019953	sexual reproduction	359	82	62.57	0.00420
GO:0016485	protein processing	55	18	9.59	0.00421
GO:2001020	regulation of response to DNA damage sti...	35	13	6.1	0.00427
GO:0023052	signaling	1396	277	243.31	0.00434
GO:0007163	establishment or maintenance of cell pol...	94	27	16.38	0.00436
GO:0016571	histone methylation	47	16	8.19	0.00441
GO:0022604	regulation of cell morphogenesis	47	16	8.19	0.00441
GO:0070646	protein modification by small protein re...	47	16	8.19	0.00441
GO:0072528	pyrimidine-containing compound biosynthe...	43	15	7.49	0.00443
GO:0009607	response to biotic stimulus	255	61	44.44	0.00446
GO:0042493	response to drug	68	21	11.85	0.00453
GO:1903509	liposaccharide metabolic process	68	21	11.85	0.00453
GO:1900076	regulation of cellular response to insul...	17	8	2.96	0.00457
GO:0051604	protein maturation	117	32	20.39	0.00465
GO:0006650	glycerophospholipid metabolic process	159	41	27.71	0.00474
GO:0010638	positive regulation of organelle organiz...	131	35	22.83	0.00477
GO:0040017	positive regulation of locomotion	131	35	22.83	0.00477
GO:0048870	cell motility	281	66	48.98	0.00501
GO:0007017	microtubule-based process	291	68	50.72	0.00503
GO:0032272	negative regulation of protein polymeriz...	28	11	4.88	0.00512
GO:0048640	negative regulation of developmental gro...	28	11	4.88	0.00512
GO:0051241	negative regulation of multicellular org...	127	34	22.13	0.00519
GO:0009263	deoxyribonucleotide biosynthetic process	14	7	2.44	0.00527
GO:0001778	plasma membrane repair	3	3	0.52	0.00528
GO:0001832	blastocyst growth	3	3	0.52	0.00528
GO:0002706	regulation of lymphocyte mediated immuni...	3	3	0.52	0.00528
GO:0006048	UDP-N-acetylglucosamine biosynthetic pro...	3	3	0.52	0.00528
GO:0034724	DNA replication-independent nucleosome o...	3	3	0.52	0.00528
GO:0046075	dTTP metabolic process	3	3	0.52	0.00528
GO:0051095	regulation of helicase activity	3	3	0.52	0.00528
GO:0051926	negative regulation of calcium ion trans...	3	3	0.52	0.00528
GO:0055071	manganese ion homeostasis	3	3	0.52	0.00528
GO:0061492	asymmetric protein localization to old o...	3	3	0.52	0.00528
GO:0061509	asymmetric protein localization to old m...	3	3	0.52	0.00528
GO:1900242	regulation of synaptic vesicle endocytos...	3	3	0.52	0.00528
GO:1902633	1-phosphatidyl-1D-myo-inositol 4,5-bisph...	3	3	0.52	0.00528
GO:1903421	regulation of synaptic vesicle recycling	3	3	0.52	0.00528
GO:2000252	negative regulation of feeding behavior	3	3	0.52	0.00528
GO:0150063	visual system development	118	32	20.57	0.00535
GO:0008360	regulation of cell shape	32	12	5.58	0.00546
GO:0051674	localization of cell	287	67	50.02	0.00547
GO:0008202	steroid metabolic process	69	21	12.03	0.00548
GO:0007423	sensory organ development	165	42	28.76	0.00549
GO:1902903	regulation of supramolecular fiber organ...	100	28	17.43	0.00552
GO:0007632	visual behavior	8	5	1.39	0.00561
GO:0009138	pyrimidine nucleoside diphosphate metabo...	8	5	1.39	0.00561
GO:0043570	maintenance of DNA repeat elements	8	5	1.39	0.00561
GO:0071852	fungal-type cell wall organization or bi...	8	5	1.39	0.00561
GO:0009112	nucleobase metabolic process	36	13	6.27	0.00564
GO:0016125	sterol metabolic process	44	15	7.67	0.00567
GO:0030837	negative regulation of actin filament po...	21	9	3.66	0.00569
GO:1901068	guanosine-containing compound metabolic ...	21	9	3.66	0.00569
GO:0045926	negative regulation of growth	40	14	6.97	0.00570
GO:0032990	cell part morphogenesis	199	49	34.68	0.00573
GO:0001824	blastocyst development	11	6	1.92	0.00576
GO:0009162	deoxyribonucleoside monophosphate metabo...	11	6	1.92	0.00576
GO:0044205	'de novo' UMP biosynthetic process	11	6	1.92	0.00576
GO:0071555	cell wall organization	11	6	1.92	0.00576
GO:1903793	positive regulation of anion transport	65	20	11.33	0.00579
GO:0006935	chemotaxis	219	53	38.17	0.00605
GO:0045862	positive regulation of proteolysis	83	24	14.47	0.00637
GO:0048880	sensory system development	124	33	21.61	0.00643
GO:0031345	negative regulation of cell projection o...	25	10	4.36	0.00648
GO:0032886	regulation of microtubule-based process	70	21	12.2	0.00657
GO:0032870	cellular response to hormone stimulus	97	27	16.91	0.00693
GO:0006265	DNA topological change	18	8	3.14	0.00698
GO:0010977	negative regulation of neuron projection...	18	8	3.14	0.00698
GO:0030241	skeletal muscle myosin thick filament as...	18	8	3.14	0.00698
GO:0030100	regulation of endocytosis	66	20	11.5	0.00699
GO:0044089	positive regulation of cellular componen...	120	32	20.91	0.00700
GO:0046488	phosphatidylinositol metabolic process	120	32	20.91	0.00700
GO:0010256	endomembrane system organization	134	35	23.35	0.00701
GO:0006475	internal protein amino acid acetylation	33	12	5.75	0.00725
GO:0018393	internal peptidyl-lysine acetylation	33	12	5.75	0.00725
GO:1902275	regulation of chromatin organization	33	12	5.75	0.00725
GO:1902904	negative regulation of supramolecular fi...	41	14	7.15	0.00730
GO:0018394	peptidyl-lysine acetylation	37	13	6.45	0.00734
GO:0048667	cell morphogenesis involved in neuron di...	163	41	28.41	0.00749
GO:0010942	positive regulation of cell death	93	26	16.21	0.00749
GO:0042330	taxis	246	58	42.88	0.00756
GO:0043068	positive regulation of programmed cell d...	71	21	12.37	0.00784
GO:0065004	protein-DNA complex assembly	71	21	12.37	0.00784
GO:0048608	reproductive structure development	135	35	23.53	0.00792
GO:0061458	reproductive system development	135	35	23.53	0.00792
GO:0051049	regulation of transport	337	76	58.74	0.00798
GO:0018209	peptidyl-serine modification	98	27	17.08	0.00802
GO:0044281	small molecule metabolic process	1002	202	174.64	0.00804
GO:0006906	vesicle fusion	22	9	3.83	0.00817
GO:0009987	cellular process	5863	1041	1021.86	0.00825
GO:0008589	regulation of smoothened signaling pathw...	15	7	2.61	0.00842
GO:0003012	muscle system process	103	28	17.95	0.00852
GO:0009617	response to bacterium	131	34	22.83	0.00863
GO:0044262	cellular carbohydrate metabolic process	131	34	22.83	0.00863
GO:0032984	protein-containing complex disassembly	76	22	13.25	0.00866
GO:0044770	cell cycle phase transition	94	26	16.38	0.00869
GO:0001745	compound eye morphogenesis	26	10	4.53	0.00892
GO:0016192	vesicle-mediated transport	593	125	103.35	0.00912
GO:0016579	protein deubiquitination	42	14	7.32	0.00923
GO:0051494	negative regulation of cytoskeleton orga...	42	14	7.32	0.00923
GO:0042755	eating behavior	72	21	12.55	0.00930
GO:0071554	cell wall organization or biogenesis	30	11	5.23	0.00932
GO:1902749	regulation of cell cycle G2/M phase tran...	30	11	5.23	0.00932
GO:0010033	response to organic substance	541	115	94.29	0.00941
GO:0071824	protein-DNA complex subunit organization	90	25	15.69	0.00941
GO:0009411	response to UV	38	13	6.62	0.00942
GO:0050830	defense response to Gram-positive bacter...	38	13	6.62	0.00942
GO:0055076	transition metal ion homeostasis	38	13	6.62	0.00942
GO:0031032	actomyosin structure organization	81	23	14.12	0.00944
GO:0048812	neuron projection morphogenesis	170	42	29.63	0.00948
GO:0006897	endocytosis	175	43	30.5	0.00964
GO:0006644	phospholipid metabolic process	244	57	42.53	0.00980
GO:0051707	response to other organism	244	57	42.53	0.00980
GO:0006687	glycosphingolipid metabolic process	12	6	2.09	0.00984
GO:0009219	pyrimidine deoxyribonucleotide metabolic...	12	6	2.09	0.00984
GO:0009395	phospholipid catabolic process	12	6	2.09	0.00984
GO:0014055	acetylcholine secretion, neurotransmissi...	12	6	2.09	0.00984
GO:0030536	larval feeding behavior	12	6	2.09	0.00984
GO:0044090	positive regulation of vacuole organizat...	12	6	2.09	0.00984
GO:0055057	neuroblast division	12	6	2.09	0.00984
GO:0061526	acetylcholine secretion	12	6	2.09	0.00984
GO:0097720	calcineurin-mediated signaling	12	6	2.09	0.00984
GO:2000786	positive regulation of autophagosome ass...	12	6	2.09	0.00984
